ISSN	Título	Área de Avaliação	Estrato
00471178	INTERNATIONAL RELATIONS (LONDON)	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A2
00471542	ISLAS (SANTA CLARA)	ANTROPOLOGIA / ARQUEOLOGIA                        	B1
00472085	JORNAL BRASILEIRO DE PSIQUIATRIA (UFRJ. IMPRESSO)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
00472328	JOURNAL OF COMPARATIVE FAMILY STUDIES	PSICOLOGIA                                        	A4
00472352	JOURNAL OF CRIMINAL JUSTICE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00472425	JOURNAL OF ENVIRONMENTAL QUALITY	BIODIVERSIDADE	A2
00472468	JOURNAL OF GEOMETRY	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B2
00472484	JOURNAL OF HUMAN EVOLUTION	INTERDISCIPLINAR                                  	A1
00472506	JOURNAL OF INTERNATIONAL BUSINESS STUDIES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00472565	JOURNAL OF MEDICAL PRIMATOLOGY	BIODIVERSIDADE	A4
0047259X	JOURNAL OF MULTIVARIATE ANALYSIS	CIÊNCIAS BIOLÓGICAS I                             	A2
00472727	JOURNAL OF PUBLIC ECONOMICS	ECONOMIA                                          	A1
00472778	JOURNAL OF SMALL BUSINESS MANAGEMENT	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00472875	JOURNAL OF TRAVEL RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00474045	LANGUAGE IN SOCIETY (LONDON. PRINT)	LINGUíSTICA E LITERATURA	A1
00476374	MECHANISMS OF AGEING AND DEVELOPMENT (PRINT)	CIÊNCIAS AMBIENTAIS	A2
00480134	NEW ZEALAND JOURNAL OF FORESTRY SCIENCE	CIÊNCIAS AGRÁRIAS I                               	A3
00483486	PERSONNEL REVIEW	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00483575	PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	BIODIVERSIDADE	A1
00483893	PHILOSOPHIA (RAMAT GAN)	FILOSOFIA	A1
00485713	PSYCHIATRIC ANNALS	PSICOLOGIA                                        	B1
00485772	PSYCHOPHYSIOLOGY (NEW YORK. PRINT)	CIÊNCIAS BIOLÓGICAS II                            	A1
00485829	PUBLIC CHOICE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00485950	PUBLIUS (PHILADELPHIA)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00486604	RADIO SCIENCE	ASTRONOMIA / FÍSICA                               	A2
00487333	RESEARCH POLICY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00487449	REUMATISMO (MILANO)	MEDICINA III                                      	B2
00487619	REVISTA ARGENTINA DE RADIOLOGÍA	MEDICINA II                                       	B4
00487813	REVISTA LTR	DIREITO                                           	C
00489697	SCIENCE OF THE TOTAL ENVIRONMENT	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00490172	SEMINARS IN ARTHRITIS AND RHEUMATISM (PRINT)	EDUCAÇÃO FÍSICA                                   	A1
00493848	THROMBOSIS RESEARCH	CIÊNCIAS BIOLÓGICAS I                             	A3
00494488	TRANSPORTATION (AMSTERDAM)	ECONOMIA                                          	A1
00494704	RENDICONTI DELL'ISTITUTO DI MATEMATICA DELL'UNIVERSITA DI TRIESTE	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B2
00494747	TROPICAL ANIMAL HEALTH AND PRODUCTION	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00494755	TROPICAL DOCTOR	MEDICINA I                                        	B3
00496979	WATER, AIR AND SOIL POLLUTION (PRINT)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
00498246	X-RAY SPECTROMETRY	ANTROPOLOGIA / ARQUEOLOGIA                        	B2
00498254	XENOBIOTICA (LONDON. PRINT)	BIOTECNOLOGIA                                     	A4
0065101X	ACTA ARCHAEOLOGICA	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
00651036	ACTA ARITHMETICA	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B2
00651281	ACTA HISTOCHEMICA (PRINT)	BIODIVERSIDADE	A4
00651400	ACTA NEUROBIOLOGIAE EXPERIMENTALIS (DRUK)	BIOTECNOLOGIA                                     	B2
00651583	ACTA PROTOZOOLOGICA (DRUK)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
00651729	ACTA ZOOLOGICA LILLOANA	BIODIVERSIDADE	C
00651737	ACTA ZOOLÓGICA MEXICANA	BIODIVERSIDADE	B1
00652113	ADVANCES IN AGRONOMY	CIÊNCIAS AGRÁRIAS I                               	A1
00652164	ADVANCES IN APPLIED MICROBIOLOGY	CIÊNCIA DE ALIMENTOS                              	A2
00652423	ADVANCES IN CLINICAL CHEMISTRY	BIOTECNOLOGIA                                     	A2
00652504	ADVANCES IN ECOLOGICAL RESEARCH	BIODIVERSIDADE	A1
00652598	ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY	CIÊNCIAS BIOLÓGICAS I                             	A4
00652881	ADVANCES IN MARINE BIOLOGY	BIODIVERSIDADE	A1
0065308X	ADVANCES IN PARASITOLOGY	CIÊNCIAS BIOLÓGICAS I                             	A1
00653438	ADVANCES IN THE ASTRONAUTICAL SCIENCES	ASTRONOMIA / FÍSICA                               	B3
0065860X	AMERICAN IMAGO	PSICOLOGIA                                        	A3
00659266	MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00659401	METEOROLOGICAL MONOGRAPHS	GEOCIÊNCIAS                                       	C
00662216	ANNALES POLONICI MATHEMATICI	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B1
00662399	L’ANNÉE SOCIOLOGIQUE	EDUCAÇÃO                                          	A3
00664146	ANNUAL REVIEW OF ASTRONOMY AND ASTROPHYSICS (PRINT)	ASTRONOMIA / FÍSICA                               	A1
00664170	ANNUAL REVIEW OF ENTOMOLOGY (PRINT)	CIÊNCIAS AGRÁRIAS I                               	A1
00664227	ANNUAL REVIEW OF MICROBIOLOGY (PRINT)	CIÊNCIAS AGRÁRIAS I                               	A1
00664278	ANNUAL REVIEW OF PHYSIOLOGY	MEDICINA I                                        	A1
00664286	ANNUAL REVIEW OF PHYTOPATHOLOGY (PRINT)	CIÊNCIAS AGRÁRIAS I                               	A1
00664804	ANTIMICROBIAL AGENTS AND CHEMOTHERAPY (PRINT)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00664812	ANTIPODE (OXFORD. PRINT)	GEOGRAFIA                                         	A1
00665126	ANUARIO DE PSICOLOGÍA	EDUCAÇÃO                                          	A3
0066782X	ARQUIVOS BRASILEIROS DE CARDIOLOGIA (IMPRESSO)	ARQUITETURA, URBANISMO E DESIGN	B2
00667870	ARQUIVOS DE ZOOLOGIA	BIODIVERSIDADE	C
00670049	THE ASTROPHYSICAL JOURNAL. SUPPLEMENT SERIES	ASTRONOMIA / FÍSICA                               	A1
00671924	AUSTRALIAN JOURNAL OF BOTANY (PRINT)	ASTRONOMIA / FÍSICA                               	A4
00671975	RECORDS OF THE AUSTRALIAN MUSEUM	BIODIVERSIDADE	A1
00679615	BOLETIM DE INDÚSTRIA ANIMAL (IMPRESSO)	BIODIVERSIDADE	B4
0067964X	BOLETIM PARANAENSE DE GEOCIÊNCIAS	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
00684023	BULLETIN DE PHILOSOPHIE MÉDIÉVALE	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	B1
0068516X	CAHIERS FERDINAND DE SAUSSURE	LINGUíSTICA E LITERATURA	C
0068547X	PROCEEDINGS OF THE CALIFORNIA ACADEMY OF SCIENCES (1907)	BIODIVERSIDADE	B4
0070217X	CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY	CIÊNCIAS BIOLÓGICAS I                             	A2
00703370	DEMOGRAPHY (CHICAGO)	PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       	A1
00707333	DROSOPHILA INFORMATION SERVICE	BIODIVERSIDADE	C
00711365	ESSAYS IN BIOCHEMISTRY	MEDICINA I                                        	A1
00713260	EVOLUTIONARY BIOLOGY	BIODIVERSIDADE	A2
00721050	GEOLOGICAL JOURNAL (CHICHESTER)	ASTRONOMIA / FÍSICA                               	A3
00730688	HARVARD STUDIES IN CLASSICAL PHILOLOGY	LINGUíSTICA E LITERATURA	B1
00731579	HEGEL-JAHRBUCH	DIREITO                                           	A4
00732435	HISTORIA (SANTIAGO. IMPRESA)	HISTÓRIA                                          	A1
00732753	HISTORY OF SCIENCE	ASTRONOMIA / FÍSICA                               	A3
00732877	HOEHNEA (SÃO PAULO)	BIODIVERSIDADE	B1
00733407	EL HORNERO (BUENOS AIRES)	BIODIVERSIDADE	B4
00734675	IDESIA (ARICA. IMPRESA)	CIÊNCIAS AGRÁRIAS I                               	B3
00734705	IHERINGIA. SÉRIE BOTÂNICA	BIODIVERSIDADE	B3
00734721	IHERINGIA. SÉRIE ZOOLOGIA (IMPRESSO)	BIODIVERSIDADE	B1
00739855	REVISTA DO INSTITUTO ADOLFO LUTZ (IMPRESSO)	MEDICINA II                                       	B3
00740276	MEMÓRIAS DO INSTITUTO OSWALDO CRUZ (IMPRESSO)	BIODIVERSIDADE	A4
00749664	INTERNATIONAL ZOO YEARBOOK	BIODIVERSIDADE	A4
00754102	JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00755974	KEW BULLETIN	BIODIVERSIDADE	B1
00759481	LILLOA	BIODIVERSIDADE	B4
00759511	LIMNOLOGICA (JENA)	BIODIVERSIDADE	A3
00760552	LONDON MATHEMATICAL SOCIETY. LECTURE NOTE SERIES	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	C
00761508	LUSITÂNIA SACRA	HISTÓRIA                                          	A3
00761648	LYCHNOS	INTERDISCIPLINAR                                  	C
0076230X	MÉLANGES DE LA CASA DE VELÁZQUEZ	HISTÓRIA                                          	A1
00762997	MALACOLOGIA	BIODIVERSIDADE	A1
00763519	MAMMALIAN SPECIES (PRINT)	BIODIVERSIDADE	B1
00766046	MEDICINA (USP.FMRP)	CIÊNCIA DA COMPUTAÇÃO                             	A3
00766879	METHODS IN ENZYMOLOGY (PRINT)	MEDICINA I                                        	B2
0076745X	BOLETÍN DEL INSTITUTO DE QUÍMICA DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO	DIREITO                                           	C
00768855	REVISTA DO TRIBUNAL REGIONAL DO TRABALHO 3. REGIAO	DIREITO                                           	B3
00769436	JOURNAL OF THE MISSISSIPPI ACADEMY OF SCIENCES (PRINT)	ENGENHARIAS II                                    	B4
00772216	BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. BOTÂNICA	BIODIVERSIDADE	B4
00775630	ATOLL RESEARCH BULLETIN	BIODIVERSIDADE	B2
00776092	NATURAL RESOURCES RESEARCH	ENGENHARIAS II                                    	A2
00777749	NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE. ABHANDLUNGEN	BIODIVERSIDADE	B1
00777757	NEUES JAHRBUCH FUR MINERALOGIE. ABHANDLUNGEN	ENGENHARIAS II                                    	B2
00778923	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	BIODIVERSIDADE	A1
00779954	NEW ZEALAND ECONOMIC PAPERS	ECONOMIA                                          	A2
00780421	NEWSLETTERS ON STRATIGRAPHY	GEOCIÊNCIAS                                       	A2
00783234	OCEANOLOGIA (SOPOT)	ENGENHARIAS III                                   	A3
00791636	TRANSACTIONS OF THE PHILOLOGICAL SOCIETY (PRINT)	LINGUíSTICA E LITERATURA	A1
00792047	PHYTON (HORN)	BIODIVERSIDADE	B3
00796107	PROGRESS IN BIOPHYSICS AND MOLECULAR BIOLOGY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00796123	PROGRESS IN BRAIN RESEARCH	CIÊNCIAS BIOLÓGICAS I                             	B1
00796425	PROGRESS IN MATERIALS SCIENCE	CIÊNCIAS AGRÁRIAS I                               	A1
00796611	PROGRESS IN OCEANOGRAPHY	BIODIVERSIDADE	A1
00796727	PROGRESS IN QUANTUM ELECTRONICS	ASTRONOMIA / FÍSICA                               	A1
00800244	ESTUDOS GEOLÓGICOS. SÉRIE B, ESTUDOS E PESQUISAS (UFPE)	ENGENHARIAS II                                    	B3
00800694	REGNUM VEGETABILE	BIODIVERSIDADE	C
00802107	RAUSP-E - REVISTA DE ADMINISTRAÇÃO - ELETRÔNICA	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00802654	REVUE THÉOLOGIQUE DE LOUVAIN	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	B3
00803898	ROMANISTISCHES JAHRBUCH	LINGUíSTICA E LITERATURA	A3
00806234	REVISTA DA ESCOLA DE ENFERMAGEM DA USP	CIÊNCIAS AGRÁRIAS I                               	A2
00810606	SOCIALIST REGISTER	SOCIOLOGIA                                        	A3
00813869	SPRINGER TRACTS IN MODERN PHYSICS	GEOCIÊNCIAS                                       	B4
00816906	STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA (PRINT)	ENFERMAGEM                                        	B2
00820598	SYDOWIA	BIODIVERSIDADE	A4
00836133	ANNALEN DES NATURHISTORISCHEN MUSEUMS IN WIEN	BIODIVERSIDADE	B4
00836729	VITAMINS AND HORMONES	CIÊNCIAS BIOLÓGICAS I                             	A4
00837792	WEBBIA	BIODIVERSIDADE	B1
00840173	WILDLIFE MONOGRAPHS	BIODIVERSIDADE	A2
00845310	ZEITSCHRIFT FÜR DIE GESAMTE STRAFRECHTSWISSENSCHAFT - THE GRUYTER	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00845841	AMA. AGRICULTURAL MECHANIZATION IN ASIA, AFRICA AND LATIN AMERICA	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
00845906	ACTA BOTÁNICA VENEZUÉLICA	BIODIVERSIDADE	B4
00846570	ANNUAL REVIEW OF ANTHROPOLOGY	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00846597	ANNUAL REVIEW OF EARTH AND PLANETARY SCIENCES (PRINT)	BIODIVERSIDADE	A1
00847747	ANNUAL REPORT OF THE BEAN IMPROVEMENT COOPERATIVE	BIOTECNOLOGIA                                     	B4
00849189	CONIMBRIGA (COIMBRA)	LINGUíSTICA E LITERATURA	C
00852538	KIDNEY INTERNATIONAL	ENSINO	A1
00855626	REVISTA BRASILEIRA DE ENTOMOLOGIA (IMPRESSO)	BIODIVERSIDADE	A4
00900036	AMERICAN JOURNAL OF PUBLIC HEALTH (1971)	COMUNICAÇÃO E INFORMAÇÃO	A1
00900656	FISHERY BULLETIN (WASHINGTON, D.C.)	BIODIVERSIDADE	B1
00903019	SURGICAL NEUROLOGY	MEDICINA II                                       	C
00903493	CRITICAL CARE MEDICINE	BIOTECNOLOGIA                                     	A1
00903558	JOURNAL OF WILDLIFE DISEASES	BIODIVERSIDADE	A4
00903752	NUCLEAR DATA SHEETS (NEW YORK, N.Y.)	ASTRONOMIA / FÍSICA                               	A1
00903973	JOURNAL OF TESTING AND EVALUATION	ENGENHARIAS I                                     	A4
00904295	UROLOGY (RIDGEWOOD, N.J.)	CIÊNCIAS BIOLÓGICAS II                            	A3
00904341	ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY (PRINT)	ASTRONOMIA / FÍSICA                               	A3
00904392	JOURNAL OF COMMUNITY PSYCHOLOGY (PRINT)	PSICOLOGIA                                        	A3
0090502X	MEMORY & COGNITION	INTERDISCIPLINAR                                  	A3
00905364	ANNALS OF STATISTICS	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00905550	REHABILITATION PSYCHOLOGY	EDUCAÇÃO FÍSICA                                   	A3
00906778	IEEE TRANSACTIONS ON COMMUNICATIONS (PRINT)	ASTRONOMIA / FÍSICA                               	A1
00906905	JOURNAL OF PSYCHOLINGUISTIC RESEARCH	LINGUíSTICA E LITERATURA	A1
00906964	ANNALS OF BIOMEDICAL ENGINEERING	CIÊNCIAS BIOLÓGICAS I                             	A2
00908258	GYNECOLOGIC ONCOLOGY (PRINT)	BIOTECNOLOGIA                                     	A1
00908657	TIRE SCIENCE AND TECHNOLOGY.	ENGENHARIAS III                                   	A4
00908738	JOURNAL OF THE BROMELIAD SOCIETY	BIODIVERSIDADE	C
00909556	DRUG METABOLISM AND DISPOSITION	CIÊNCIAS BIOLÓGICAS I                             	A2
00911062	SAMPE JOURNAL	ENGENHARIAS III                                   	B4
0091150X	PHARMACEUTICAL CHEMISTRY JOURNAL	BIOTECNOLOGIA                                     	B3
00911798	ANNALS OF PROBABILITY	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A1
00912174	INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE (PRINT)	INTERDISCIPLINAR                                  	B2
00912700	JOURNAL OF CLINICAL PHARMACOLOGY	BIOTECNOLOGIA                                     	A2
00912751	JOURNAL OF CLINICAL ULTRASOUND (PRINT)	MEDICINA I                                        	B2
00913057	PHARMACOLOGY, BIOCHEMISTRY AND BEHAVIOR	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
00913286	OPTICAL ENGINEERING (BELLINGHAM. PRINT)	ASTRONOMIA / FÍSICA                               	A3
00913715	POLITICAL SCIENCE REVIEWER	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
00913847	PHYSICIAN AND SPORTSMEDICINE	EDUCAÇÃO FÍSICA                                   	A2
00913952	ADVANCES IN NEUROLOGY	CIÊNCIAS BIOLÓGICAS II                            	C
00914037	INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS (PRINT)	ASTRONOMIA / FÍSICA                               	A2
00914150	INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT (PRINT)	INTERDISCIPLINAR                                  	B1
00914916	JOURNAL OF NUCLEAR MEDICINE TECHNOLOGY	ENGENHARIAS II                                    	B2
00916331	EXERCISE AND SPORT SCIENCES REVIEWS (PRINT)	CIÊNCIAS BIOLÓGICAS II                            	A1
00916749	JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY	ASTRONOMIA / FÍSICA                               	A1
00916765	ENVIRONMENTAL HEALTH PERSPECTIVES	BIODIVERSIDADE	A1
00917370	ANNALS OF CLINICAL AND LABORATORY SCIENCE	CIÊNCIA DE ALIMENTOS                              	B1
00917435	PREVENTIVE MEDICINE (1972. PRINT)	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00917613	GEOLOGY (BOULDER, COLO.)	ASTRONOMIA / FÍSICA                               	A1
00918369	JOURNAL OF HOMOSEXUALITY	EDUCAÇÃO                                          	A2
00920606	JOURNAL OF BIOLOGICAL PHYSICS (PRINT)	ASTRONOMIA / FÍSICA                               	B1
00920703	JOURNAL OF THE ACADEMY OF MARKETING SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00922102	INTERFACES (PROVIDENCE)	LINGUíSTICA E LITERATURA	A1
00922323	JOURNAL OF INDO-EUROPEAN STUDIES	LINGUíSTICA E LITERATURA	A3
00925853	AMERICAN JOURNAL OF POLITICAL SCIENCE	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A1
0092623X	JOURNAL OF SEX & MARITAL THERAPY	EDUCAÇÃO FÍSICA                                   	A3
00927872	COMMUNICATIONS IN ALGEBRA	ENGENHARIAS IV                                    	B1
00928240	BULLETIN OF MATHEMATICAL BIOLOGY (PRINT)	CIÊNCIAS BIOLÓGICAS III                           	A3
00928674	CELL (CAMBRIDGE)	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
00930709	SYRACUSE JOURNAL OF INTERNATIONAL LAW AND COMMERCE	DIREITO                                           	A2
00933813	IEEE TRANSACTIONS ON PLASMA SCIENCE	ASTRONOMIA / FÍSICA                               	B1
00934666	MYCOTAXON	BIODIVERSIDADE	B2
00934690	JOURNAL OF FIELD ARCHAEOLOGY	ANTROPOLOGIA / ARQUEOLOGIA                        	A4
00936413	MECHANICS RESEARCH COMMUNICATIONS	CIÊNCIAS AMBIENTAIS	A2
0093691X	THERIOGENOLOGY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00937711	IMMUNOGENETICS (NEW YORK)	BIOTECNOLOGIA                                     	A4
0093934X	BRAIN AND LANGUAGE	CIÊNCIAS BIOLÓGICAS I                             	A1
00939994	IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS	CIÊNCIAS AMBIENTAIS	A1
00940143	UROLOGIC CLINICS OF NORTH AMERICA	MEDICINA II                                       	A3
0094033X	NEW GERMAN CRITIQUE	LINGUíSTICA E LITERATURA	A3
00940496	AMERICAN ETHNOLOGIST	CIÊNCIAS AMBIENTAIS	A2
0094114X	MECHANISM AND MACHINE THEORY	ENGENHARIAS I                                     	A1
00941190	JOURNAL OF URBAN ECONOMICS (PRINT)	ECONOMIA                                          	A1
00941298	CLINICS IN PLASTIC SURGERY	MEDICINA I                                        	A3
00941492	MATERIALS PERFORMANCE	ENGENHARIAS I                                     	B3
00941700	JOURNAL OF SPORT HISTORY	INTERDISCIPLINAR                                  	A3
00942405	MEDICAL PHYSICS (LANCASTER)	ASTRONOMIA / FÍSICA                               	A1
00943061	CONTEMPORARY SOCIOLOGY	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
00944013	MICROBIOLOGICAL RESEARCH	CIÊNCIAS BIOLÓGICAS III                           	A2
00945145	JOURNAL OF COMMUNITY HEALTH	CIÊNCIA DA COMPUTAÇÃO                             	A2
00945765	ACTA ASTRONAUTICA	ASTRONOMIA / FÍSICA                               	A1
0094582X	LATIN AMERICAN PERSPECTIVES	ARQUITETURA, URBANISMO E DESIGN	A2
00946176	SEMINARS IN THROMBOSIS AND HEMOSTASIS (PRINT)	CIÊNCIAS BIOLÓGICAS II                            	A2
00946354	A.A.N.A. JOURNAL	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
00948276	GEOPHYSICAL RESEARCH LETTERS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
00948373	PALEOBIOLOGY	GEOCIÊNCIAS                                       	A2
00949655	JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
00949930	JOURNAL OF PRESSURE VESSEL TECHNOLOGY	ENGENHARIAS III                                   	A4
00950696	JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT (PRINT)	ECONOMIA                                          	A1
00951137	JOURNAL OF CLINICAL MICROBIOLOGY (PRINT)	BIOTECNOLOGIA                                     	A1
00952443	JOURNAL OF ELASTOMERS AND PLASTICS (PRINT)	ENGENHARIAS I                                     	A4
00952583	ECONOMIC INQUIRY	ECONOMIA                                          	A1
00952990	THE AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE (PRINT)	CIÊNCIAS BIOLÓGICAS I                             	A3
0095327X	ARMED FORCES AND SOCIETY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00953628	MICROBIAL ECOLOGY	BIODIVERSIDADE	A1
00953997	ADMINISTRATION & SOCIETY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
00954470	JOURNAL OF PHONETICS	ENGENHARIAS IV                                    	A1
00954616	APPLIED MATHEMATICS & OPTIMIZATION	CIÊNCIA DA COMPUTAÇÃO                             	A2
00957984	JOURNAL OF BLACK PSYCHOLOGY	EDUCAÇÃO                                          	A2
00958956	JOURNAL OF COMBINATORIAL THEORY. SERIES B (PRINT)	CIÊNCIA DA COMPUTAÇÃO                             	A2
00958964	THE JOURNAL OF ENVIRONMENTAL EDUCATION	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
